first_name,last_name,company_title,company_name,funding_tier,linkedin_url,person_info,homepage_url,company_info,company_goals,total_funding,latest_round,key_investors
Saud,Alsheraihi,,STC,Tier 3,,,https://www.stc.com,"STC (Saudi Telecom Company) is a digital enabler providing ICT services in Saudi Arabia, the Middle East, and Europe. It offers telecommunications services including landline, mobile, and data services, broadband & cloud computing, cybersecurity, digital payments, and digital media.","STC is focused on driving digital transformation in Saudi Arabia and the wider region by offering digital solutions and services. It serves both corporate and consumer markets, including residential, business, and government customers, and is expanding into cloud, cybersecurity, digital infrastructure, and fintech.",Public company,,"Public Investment Fund of Saudi Arabia (PIF), Saudi Digital Payments Company (stc Pay), Microsoft"
Estelle,Roger,,Precision Medicine Group,Tier 0,https://www.linkedin.com/in/estelle-roger-n/,"Estelle Roger is a Senior Program Manager - AI Implementation at Precision Medicine Group, with a background in molecular biology from the Life Science Doctoral School (Ecole doctorale Sciences de la vie et de la Santé (SVS) Nice). She has experience at Precision Medicine Group and FRS Consulting.",https://www.precisionmedicinegrp.com/,"Precision Medicine Group is a global team of 3,500 experts operating across two groups: Precision for Medicine, the premier provider of biomarker-driven research and development, and Precision AQ, the foremost provider of commercialization services supporting life science organizations from launch through product maturity.","The company leverages specialized expertise to move science closer to health by providing integrated infrastructure that supports pharmaceutical and life sciences companies in drug development and commercialization. It serves pharmaceutical and biotech clients by helping them bring new drugs to market through advanced technologies, data, and human expertise.",$584.68M,"Private Equity - IV, $275M, December 2017","Blackstone, Berkshire Partners, TPG, Oak HC/FT, Vida Ventures"
Baladji,Soussilane,,Air Liquide,Tier 1,https://www.linkedin.com/in/bsoussilane,"Baladji Soussilane is Vice President, Digital and IT Group at Air Liquide since October 2022, based in Paris, France. He has professional proficiency in English and French and limited working proficiency in Tamil. He leads digital and IT initiatives at Air Liquide and is involved in innovation and digital transformation.",http://www.airliquide.com,"Air Liquide is a global industrial and medical gases and technologies company headquartered in Paris, France. Founded in 1902, it supplies gases such as oxygen, nitrogen, hydrogen, carbon monoxide, and specialty gases to industries including chemicals, refining, metals, electronics, food and beverage, and healthcare across more than 70 countries. The company also designs and builds production units and focuses on industrial efficiency, safety, and low-carbon solutions.","Air Liquide is building and working toward advancing sustainability and innovation, focusing on decarbonization, hydrogen technologies, and digital transformation. It serves industries such as chemicals, energy, electronics, healthcare, and semiconductor manufacturing, providing gases, equipment, and services to support industrial efficiency and the energy transition. The company aims to reduce CO2 emissions significantly and achieve carbon neutrality by 2050.",Public company,,
Mehnaaz,Abidi,,Urban Sports Club,Tier 1,,No specific information about Mehnaaz Abidi's LinkedIn profile or career background at Urban Sports Club is available in the provided data.,https://urbansportsclub.com/en/,"Urban Sports Club is a subscription-based sports and wellness platform headquartered in Berlin, Germany. It offers access to over 50 types of sports and wellness activities through a network of more than 10,000 partner venues across several European countries. The platform serves both individual customers and companies by providing flexible sports and wellness memberships that include on-site, outdoor, and online options.","Urban Sports Club aims to make sports and wellness accessible to everyone through a single, flexible membership. It is building a diverse and inclusive community focused on inspiring people to lead active and healthy lives. The company is working toward expanding its digital and physical offerings, including hybrid sports models and personalized services, to serve individuals and corporate clients across Europe.",Approximately $198 million over 6 rounds,"Series C round of $103 million on December 14, 2023","Rocket Internet, Verdane, HV Capital, ProSiebenSat.1, Wellhub, Qualitas Funds, Leading European Tech Scaleups"
Ipek,Ozsuer,,Chanel,Tier 0,,No specific information about Ipek Ozsuer's LinkedIn profile or career background at Chanel is available in the provided data.,https://www.chanel.com/us/,"Chanel is a private luxury fashion house founded in 1910 by Gabrielle 'Coco' Chanel. It specializes in haute couture, ready-to-wear clothing, perfumes, accessories, jewelry, watches, cosmetics, and eyewear. The company is headquartered in Neuilly-sur-Seine, France, and is known for its exceptional craftsmanship and high-end creations.","Chanel aims to be the top luxury fashion house by continuing to invent new products while maintaining the legacy and distinctive style of Coco Chanel. It serves affluent consumers worldwide, focusing on timeless elegance, innovation, and sustainability efforts such as restoring nature, protecting the climate, advancing circularity, and empowering women globally.","Chanel has raised over €700 million (approximately US$758 million) through private debt markets, with funding rounds including a Conventional Debt round in September 2020. It is privately owned by Alain and Gérard Wertheimer and is not a publicly funded company.","Conventional Debt round, amount undisclosed, September 28, 2020","Alain Wertheimer, Gérard Wertheimer"
Rom,Kosla,,HPE,Public,https://www.linkedin.com/in/kosla,"Rom Kosla is the Chief Information Officer (CIO) at Hewlett Packard Enterprise (HPE), having joined the company in July 2023. Prior to HPE, he served as the Executive Vice President of IT and CIO at Ahold Delhaize USA, and held senior technology leadership roles at PepsiCo, Nestle, and Deloitte Consulting.",https://www.hpe.com/us/en/home.html,"Hewlett Packard Enterprise (HPE) is an American multinational information technology company that provides intelligent solutions and cloud-based services. It operates in key segments including servers, storage, networking, AI, containerization software, and consulting and support.","HPE is building and working toward becoming a leader in edge-to-cloud solutions, integrating AI, cloud, and networking to help organizations unlock their boldest ambitions. It serves commercial and large enterprise groups, including business and public sector enterprises, small and medium-sized businesses, financial services, healthcare, manufacturing, retail, and telecommunications industries.",Public company,,
Alexander,Vollert,,AXA,Public,https://www.linkedin.com/in/alexander-vollert,"Alexander Vollert is a Senior Advisor to the Group Management Committee at AXA, having previously served as AXA Group COO and CEO of AXA Group Operations from December 2021 to December 2025. Prior to joining AXA in 2016 as CEO of AXA Germany, he spent over seven years in senior leadership roles at Allianz Deutschland AG and nine years as an advisor at McKinsey & Company.",https://www.axa.com/,"AXA is a French multinational insurance and asset management corporation headquartered in Paris. It operates primarily in property-casualty insurance, life, savings, health, and investment management sectors.","AXA is working toward acting for human progress by protecting what matters, focusing on digital transformation, climate commitments, and expanding technical and health insurance lines. It serves over 92 million individual and business clients across 52 countries.",Public company,Post-IPO Debt,
Kris,Tokarzewski,,Vitality,Tier 2,,No specific information available about Kris Tokarzewski's LinkedIn profile or career background at Vitality.,https://www.vitalitygroup.com/,"Vitality is a global health and wellness company that operates the world's largest behavioral engagement platform. It uses incentives, data, and behavioral science to make people healthier and enhance and protect their lives. The company serves health plans, employers, and individuals by promoting healthier behaviors and reducing health risks.","Vitality is building a shared-value insurance business model that aligns incentives across members, payers, and providers to reduce health risks and improve population health outcomes. It aims to inspire healthy change through personalized health and wellness solutions, serving millions of members globally and partnering with insurers and employers worldwide.",$500K total funding over multiple rounds,"Latest funding round was $1.02M on March 17, 2021",Consolidated Firstfund Capital
Arnaud,Grojean,,Carrefour,Tier 2,https://www.linkedin.com/in/arnaud-grojean-780a971,"Arnaud Grojean is the European Chief Data & Analytics Officer at Carrefour, where he leads the Analytics Factory, a team of over 150 data and analytics experts. Prior to joining Carrefour, he worked in technology and consulting at IBM and at the strategy and management consulting firm Vertone. He is a graduate of CentraleSupélec.",https://www.carrefour.com,"Carrefour is a leading global food retailer and one of the world's largest retail and wholesaling corporations. It operates a diverse multi-format and omnichannel network that includes hypermarkets, supermarkets, convenience stores, cash & carry outlets, and e-commerce websites.","Carrefour is working toward digitalizing its physical stores, modernizing its operations through advanced data and artificial intelligence, and reducing plastic packaging to support customer purchasing power. It serves a wide range of clients, from individual local consumers to large businesses, across Europe, Latin America, Asia, the Middle East, and Africa.",Public company,"Grant (prize money) round on June 1, 2022",Accession Capital Partners
Arnaud,Krékounian,,ICF Habitat,Public,https://www.linkedin.com/in/arnaud-krékounian-62910522,"Arnaud Krékounian is the Director of Information Systems (DSI) at ICF Habitat since January 2025. He specializes in IT management including ERP, HR, supply chain, inventory management, digital transformation, websites, and EDM solutions.",http://www.icfhabitat.fr/,"ICF Habitat is a major social housing group in France, managing around 95,000 housing units and serving approximately 210,000 residents. It operates through a holding and six subsidiaries, focusing primarily on social housing with some free and intermediate rent housing. The group has a network of 15 agencies or territorial directions across France.","ICF Habitat is committed to providing varied, innovative, and sustainable housing solutions, primarily serving railway workers and other eligible populations. It focuses on constructing, rehabilitating, and managing social housing while integrating environmental and social initiatives, such as energy-efficient buildings and community engagement projects.",Public company (filiale de la SNCF),,SNCF (parent company)
Tony,Pottier,,Viseo,Tier 2,https://www.linkedin.com/in/tonypottier/,"Tony Pottier is the Data Director, Digital at Viseo, where he specializes in assisting clients with IT and digital transformation. He previously served as the App Development Practice Head at Viseo and has a career background that includes roles such as Global Service Manager at Servier and Integration Manager at Louis Vuitton.",https://www.viseo.com/,"Viseo is a global digital and business consulting company that specializes in IT and digital transformation services. The company offers services in design of new products, digitization of business processes, data valuation, and digital assets development.","Viseo is building and working toward making its clients' digital strategies a reality, allowing them to be more productive, innovative, and competitive. It serves businesses and organizations across various industries globally, helping them capitalize on digital opportunities and optimize their business information systems.",$3.67M,Conventional Debt round on March 2018,
David,Quibech,,OP Mobility,Public,https://www.linkedin.com/in/david-quibech-a1b54629,"David Quibech is associated with OPmobility, likely involved in innovation or mobility sectors given the context of OPmobility's business focus. Specific career background details are not provided in the available information.",https://www.opmobility.com/en/,"OPmobility is a French automotive supplier and a world leader in sustainable mobility, providing intelligent exterior systems, complex modules, lighting systems, energy storage systems, and hydrogen electrification solutions. The company operates globally with 152 production plants in 28 countries and 40 R&D centers, serving automakers and mobility players worldwide.","OPmobility is building and working toward enabling safer, greener, and more appealing mobility solutions through innovation in electrification, hydrogen technologies, and software integration. It serves a diverse clientele including automotive manufacturers, electric vehicle players, and heavy mobility sectors such as trains, buses, and trucks, aiming to lead the transformation toward sustainable and connected mobility.",Public company,,
Guy,Laurent Arpino,,Louis Dreyfus Company,Established,https://www.linkedin.com/in/guylaurentarpino,"Guy-Laurent Arpino is the Group Chief Information Officer and a member of the Executive Group at Louis Dreyfus Company. He has over 29 years of experience in IT and Shared Services leadership, with a career legacy including leadership roles at Procter & Gamble and Bacardi. He leads LDC's global Digital and AI strategy, focusing on digital transformation and data-driven growth in the commodities sector.",https://www.ldc.com/,"Louis Dreyfus Company (LDC) is a global merchant and processor of agricultural goods, active in over 100 countries with approximately 17,000 employees. Founded in 1851, LDC operates across the entire agricultural value chain, including sourcing, processing, and distribution of commodities such as grains, oilseeds, coffee, cotton, and sugar.","LDC is committed to working toward a safe and sustainable future by helping to feed and clothe a growing global population sustainably. The company is evolving from a traditional agricultural commodities merchant to a broader role that includes transforming crops into finished products produced fairly and sustainably, serving customers and consumers worldwide with a focus on sustainability and innovation.",$1.03 billion,"Line of Credit - II for $40 million on July 1, 2022","Proparco, ADQ, European Bank for Reconstruction and Development (EBRD)"
Etienne,Guibout,,Societe Generale,Public,https://www.linkedin.com/in/etienneguibout,"Etienne Guibout is Head of Group Innovation Data & AI at Société Générale, having joined the bank in 2008. He previously worked in audit, led the portfolio management for banking and investment banking, and became responsible for the bank's AI division in 2019, serving as Chief AI Officer.",https://www.societegenerale.com/en,"Société Générale is a leading European financial services group founded in 1864, operating in three main businesses: French Retail Banking, International Retail Banking, and Financial Services and Global Banking and Investor Solutions.","The company aims to create sustainable value for all stakeholders by supporting clients in accessing financing, diversifying funding sources, and contributing to effective financial markets. It serves 25 million individual clients, businesses, and institutional investors across 65+ countries.",Public company,,
Kaoutar,Sghiouer,,Sanofi,Tier 0,https://www.linkedin.com/in/kaoutar-sghiouer-phd-ba69a25a,"Kaoutar Sghiouer is the Global Head of Data & AI at Sanofi, leading the company's data democratization strategy and its ambition to become the first AI-powered biopharma at scale. She has a PhD in Artificial Intelligence and extensive experience in applying AI across the pharmaceutical value chain, from drug discovery to commercial operations, delivering innovation and performance improvements.",https://www.sanofi.com/en,"Sanofi is a French multinational pharmaceutical and healthcare company headquartered in Paris. It is an R&D-driven, AI-powered biopharmaceutical company committed to improving lives through innovative medicines and vaccines. Sanofi operates globally with a focus on specialty care, vaccines, and consumer healthcare.","Sanofi aims to advance breakthrough science and create positive impact for patients, the planet, and health systems. The company is building AI-powered solutions across its entire value chain to shorten the timeline from therapy discovery to market delivery, serving patients worldwide with innovative medicines and vaccines.",Public company,,
Tonia,Sideri,,Novo Nordisk,Public,https://www.linkedin.com/in/tonia-sideri,"Tonia Sideri is the Director of AI and Analytics Center of Excellence at Novo Nordisk, where she leads the AI and analytics strategy and initiatives across the organization. She has a background in data science and analytics, previously serving as Head of Advanced Analytics at Novozymes.",https://www.novonordisk.com,"Novo Nordisk is a leading global healthcare company founded in 1923 and headquartered in Denmark. It is a major player in the pharmaceutical industry, specializing in treatments for diabetes, obesity, rare bleeding disorders, and other serious chronic diseases.","The company aims to drive change to defeat serious chronic diseases, including diabetes and obesity, through scientific breakthroughs, expanding access to medicines, and working toward prevention and cures. It serves patients worldwide with its portfolio of pharmaceutical products.",Public company,,
Anthony,Moisant,,Indeed,Tier 2,https://www.linkedin.com/in/amoisant,"Anthony Moisant is the Chief Information Officer and Chief Security Officer at Indeed. He leads global teams responsible for IT, cybersecurity, trust and safety, compliance, and AI enablement. He also serves as an Executive Officer at Recruit Holdings, overseeing technology and security strategy for the HR Technology business segment. Prior to Indeed, he was SVP & CIO at Glassdoor and held leadership roles at Tribune Media and Sony Gracenote.",https://www.indeed.com,"Indeed is the world's #1 job site and a global leader in job matching and hiring, operating in over 60 countries. It offers powerful tools for job seekers to search jobs, post resumes, and research companies, and provides employers with innovative AI-driven solutions to simplify and accelerate hiring.","Indeed is building AI-driven solutions to improve job matching and hiring outcomes, focusing on trusted systems, reducing manual work, and enhancing experiences for job seekers and employers. It serves millions of job seekers and employers worldwide, aiming to connect people with better opportunities and empower them to improve their lives.","Indeed has raised approximately $20 million in total funding from investors including Allen & Company, Capital Factory, The New York Times, and Union Square Ventures.","Early Stage VC round, amount undisclosed","Allen & Company, Capital Factory, The New York Times, Union Square Ventures"
Stuart,Williams,,ICE,Public,https://www.linkedin.com/in/stuart-williams-7346a93/,"Stuart Williams is the Chief Operating Officer at Intercontinental Exchange (ICE). He has been with ICE for 25 years, previously serving as President of ICE Futures Europe and Director of Corporate Development. He holds a Bachelor of Engineering degree from the University of Pretoria and has extensive experience in financial markets, exchanges, and clearing houses.",https://www.theice.com,"Intercontinental Exchange (ICE) is a global operator of financial markets and exchanges, including futures, options, equities, fixed income, and mortgage markets. It owns major exchanges such as the New York Stock Exchange and ICE Futures Europe, and provides clearing houses and data services worldwide.","ICE focuses on providing transparent, efficient, and liquid markets for trading and risk management across energy, commodities, equities, and financial derivatives. It serves financial institutions, corporations, and government entities globally, aiming to enhance market transparency, efficiency, and risk management solutions.",Public company,,
Claire,Lebarz,,Malt,Tier 1,,No specific LinkedIn profile or detailed career background information for Claire Lebarz at Malt is available in the provided data.,https://www.malt.com/,"Malt is a leading freelance consulting marketplace in Europe, founded in 2013 and based in Paris, France. It connects businesses with freelancers across various fields such as IT, marketing, and consulting, facilitating project matching, contract simplification, payments, and administrative tasks. Malt operates in nine countries and serves over 700,000 freelancers and more than 70,000 companies.","Malt aims to transform the intellectual services industry by providing a transparent, easy-to-use platform for freelancers and companies to connect and collaborate. It focuses on high-value freelance services, embedding fintech and risk controls to enhance the freelancer-client relationship. Malt is building a fast-growing freelancing marketplace to empower freelancers and companies to work with freedom and efficiency.",$134 million,"Series D, amount not specified, date not specified","ISAI, Serena Capital, Goldman Sachs Growth Equity, Eurazeo"
Nancy,Wang,,1password,Tier 0,,No specific information about Nancy Wang's LinkedIn profile or career background at 1Password is available in the provided data.,https://1password.com/,"1Password is a cybersecurity company specializing in password and secrets management, app access control, and securing AI tools. It serves over 180,000 businesses including more than 30% of the Fortune 100 and many AI companies, providing solutions for individuals, families, and enterprises to manage and protect credentials securely.","1Password is building a safer, simpler digital future by delivering secure, reliable, and user-friendly identity security and access management solutions. It focuses on enabling secure sign-ins for every app on every device, supporting humans, machines, and AI agents, and aims to eliminate the conflict between security and productivity. The company serves a broad range of customers from individuals to large enterprises, including Fortune 100 companies and AI innovators.",$920 million,"Series C, $620 million, December 17, 2021","Accel, Iconiq Capital, Sound Ventures, Lightspeed Venture Partners, Tiger Global Management, Salesforce Ventures, celebrity investors including Ryan Reynolds, Scarlett Johansson, Justin Timberlake, and others"
Benoit,Watrigant,,Legrand,Public,https://www.linkedin.com/in/benoit-watrigant,"Benoit Watrigant is a Digital Officer for the Asia-Pacific, Middle East, Africa, and South America regions at Legrand since December 2018. He has held various roles at Legrand including Digital & eCommerce Director and Partnerships/Open Innovation Manager, focusing on digital acceleration and new business models. He is also a professional lecturer at the University of Limoges.",https://www.legrand.com/en,"Legrand is a global specialist in electrical and digital building infrastructures, operating in nearly 90 countries with products distributed in about 180 countries. It offers a wide range of products including electrical wiring devices, lighting controls, power distribution solutions, and connected building technologies, serving residential, commercial, and industrial markets.","Legrand aims to improve lives by transforming spaces where people live, work, and meet through simple, innovative, and sustainable electrical and digital infrastructures. The company focuses on energy efficiency, smart building solutions, and expanding its portfolio in data centers and connected devices, serving a broad customer base including distributors, installers, and end-users worldwide.",Public company,,
Nitzan,Mekel-Bobrov,,eBay,Tier 0,https://www.linkedin.com/in/nmekelbobrov,"Nitzan Mekel-Bobrov is the Chief AI Officer at eBay, a C-Level executive responsible for setting enterprise-wide strategy for artificial intelligence and technology innovation. An R&D scientist by training, he has led enterprise AI organizations across healthcare, financial services, and e-commerce, and received his PhD from the University of Chicago.",https://www.ebayinc.com/,"eBay is a global online marketplace founded in 1995 by Pierre Omidyar that enables users to buy, sell, and auction new or used items across multiple categories, operating in over 190 markets worldwide.","eBay is building and working toward an AI-first culture, developing cutting-edge AI initiatives that transform the online marketplace experience for both buyers and sellers. The company leverages AI to make listing products easier, enable 3D imaging, improve search results through natural language, and generate content for product categories, serving millions of buyers and 17 million global sellers.",$1.2067B,"Post-IPO Debt round, January 22, 2019","Elliott Management, Starboard Value, Benchmark"
Damien,Wattez,,SNCF TGV,Government,,No specific information is available about Damien Wattez's LinkedIn profile or career background at SNCF TGV in the provided data.,https://www.sncf-connect.com/,"SNCF is France's state-owned railway operator, running almost all of France's railway traffic including the high-speed TGV trains. It operates passenger train services across France and Europe, including premium TGV INOUI and low-cost OUIGO services, and manages extensive rail infrastructure.","SNCF is building and modernizing a competitive, agile, and sustainable rail system with innovations like the 5th-generation TGV M trains, digitalization of rail services, and infrastructure upgrades. It serves millions of passengers daily across France and Europe, aiming to provide low-carbon mobility solutions and expand rail connectivity.","SNCF has raised funding over 13 rounds, including grants, with its latest round being a grant round on August 1, 2023. It has one main investor and is a state-owned entity.","Grant (prize money) round on August 1, 2023",One investor (not specifically named)
Caroline,Basyn,,Adecco Group,Public,https://www.linkedin.com/in/carolinebasyn,"Caroline Basyn is the Chief Digital and IT Officer at The Adecco Group and a member of its Executive Committee since August 2023. She has extensive international experience with leadership roles at PepsiCo, Mondelez, Bacardi, and a 20-year career at Procter & Gamble in IT and global services. She holds a degree in Mathematics and an IMD Board Certification.",https://www.adeccogroup.com/,"The Adecco Group is a global leader in talent and technology advisory services, providing workforce solutions including temporary staffing, permanent placement, career transition, talent development, outsourcing, and consulting. Headquartered in Zurich, Switzerland, it operates through three global business units: Adecco, Akkodis, and LHH, serving a wide range of industries worldwide.","The Adecco Group aims to make the future work for everyone by supporting people at every career stage and helping organizations build inclusive, agile workplaces. It focuses on digital transformation and human-centric AI to enhance workforce solutions and improve client and candidate experiences globally.",Public company,"Post IPO round, amount undisclosed, September 8, 2021",Absolute Ventures
Alessandro,De Luca,,Merck,Public,https://www.linkedin.com/in/alessandro-de-luca-4b2524,"Alessandro De Luca is the Head of Digital Enterprise Solutions and Group Chief Information Officer (CIO) at Merck KGaA, having previously served as CIO for Merck Healthcare. Before joining Merck in 2011 to manage global supply chain operations, he spent two decades in various leadership roles at Procter & Gamble (P&G).",https://www.merck.com/,"Merck is a global healthcare and biopharmaceutical company that discovers, develops, manufactures, and markets prescription medicines, vaccines, biologic therapies, and animal health products. It operates across key therapeutic areas such as oncology, vaccines, infectious diseases, and cardiovascular disorders.","Merck is working toward a future where people and the planet can thrive, aiming to be the premier research-intensive biopharmaceutical company in the world. It serves a global customer base including drug wholesalers, retailers, hospitals, government agencies, veterinarians, farmers, and pet owners.",Public company,Post-IPO Equity round,"Private Capital Advisors, Gavi, the Vaccine Alliance"
David,Chassan,,Outscale,Tier 3,https://www.linkedin.com/in/davidchassan,"David Chassan is the Chief Strategy Officer at 3DS OUTSCALE, a Dassault Systèmes brand. He leads strategy, marketing, and communication to drive growth and innovation, focusing on sovereign cloud, AI, and generative economy. He has been with Outscale since 2014, progressing through roles in marketing, product direction, and communication before becoming CSO.",https://en.outscale.com,"Outscale, a Dassault Systèmes brand founded in 2010, is a leading French cloud computing services provider specializing in secure, sovereign cloud infrastructure (IaaS). It serves businesses seeking agility and compliance with data protection regulations, with over 1,200 corporate clients worldwide. The company invests heavily in R&D and holds certifications like ISO 27001 and SecNumCloud.","Outscale aims to revolutionize organizational operations through its virtual twin approach, empowering public organizations and companies to fully harness data and AI. It focuses on sovereign, secure cloud environments and sustainable digital ecosystems, serving sectors including finance, healthcare, and public administration. The company supports startups and promotes European digital sovereignty and AI resilience.",Acquired by Dassault Systèmes; latest known funding is a Corporate Majority round by Dassault Systèmes in June 2017; total funding amount undisclosed.,"Corporate Majority funding round by Dassault Systèmes on June 20, 2017.",Dassault Systèmes
Fabrice,Del Aguila,,Sonepar,Tier 3,https://www.linkedin.com/in/fabrice-del-aguila-0a959554,"Fabrice Del Aguila is based in Paris, France, and serves as Vice President of the Sonepar Digital Factory. He has expertise in digital transformation and AI, focusing on leveraging agentic AI to enhance productivity and customer value in B2B distribution. He holds certifications including Artificial Intelligence for Business Strategy from MIT Sloan and Certified SAFe® 5 Agilist.",https://www.sonepar.com/,"Sonepar is an independent, family-owned global leader in B2B distribution of electrical products, solutions, and related services. Founded in 1969 and headquartered in Paris, France, it operates in 40 countries with 46,000 associates and generated €33.6 billion in sales in 2025. The company serves professionals in major markets such as industry, building, and energy utilities.","Sonepar is building a fully digitalized and synchronized omnichannel experience for its customers worldwide, leveraging digital transformation and AI technologies through its Sonepar Digital Factory. It aims to make customers' lives easier by providing sustainable solutions and superior service in the electrical distribution sector, serving nearly one million customers globally. The company is committed to accelerating electrification and sustainability under its purpose 'Powering Progress for Future Generations.'","Private company, funding details undisclosed with some historical rounds and grants but no recent public funding rounds.","Latest known funding round was a Grant (prize money) round on September 14, 2016; amount undisclosed.",One institutional investor involved in latest funding rounds; specific names not disclosed.
Carles,Coca Mascorda,,Alstom,Public,,No specific LinkedIn profile or detailed career background information for Carles Coca Mascorda at Alstom is available in the provided data.,https://www.alstom.com/,"Alstom is a French multinational company specializing in rail transport systems. It designs, manufactures, and services integrated transport systems including high-speed trains, metros, trams, locomotives, signaling, infrastructure, and digital mobility solutions. The company operates globally with a strong presence in 63 countries and employs over 86,000 people.","Alstom aims to lead sustainable and smart mobility worldwide by providing innovative, eco-friendly, and efficient transportation solutions. It focuses on developing future-ready trains, advanced signaling, and end-to-end services to support the transition to cleaner transport. The company serves a broad range of customers including transit agencies, railroads, and airport transit systems, targeting growth in services and signaling sectors while expanding its leadership in rail innovation.",Public company,Completed a share capital increase of €1 billion in June 2024 as part of a €2 billion deleveraging plan,"Not specifically listed; as a public company, investors include shareholders from the stock market"
Benoit,Regaut,,Chanel,Tier 0,,No specific LinkedIn profile or detailed career background information for Benoit Regaut at Chanel is available in the provided data.,https://www.chanel.com/us/,"Chanel is a French luxury fashion house founded in 1910 by Gabrielle 'Coco' Chanel. It is privately owned by the Wertheimer brothers and is a global leader in creating, manufacturing, and distributing luxury products including haute couture, ready-to-wear clothing, accessories, fragrances, cosmetics, jewelry, and watches. Chanel is renowned for its exceptional craftsmanship and iconic fashion innovations such as the little black dress and Chanel No. 5 perfume.","Chanel is focused on maintaining its position as a leader in luxury by investing in creativity, sustainability, and innovation. The company aims to offer high-end creations with exceptional craftsmanship, promote culture and art, and build a sustainable business model with commitments to net-zero greenhouse gas emissions by 2040. It serves affluent consumers worldwide through boutiques and authorized retailers, emphasizing timeless elegance and luxury.",Raised approximately $757 million in private debt funding as of 2024; privately owned company with no public equity funding rounds.,"Conventional Debt round on Sep 28, 2020; $757 million raised in a private bond sale in 2024.",Privately owned by Alain and Gérard Wertheimer; no external venture investors disclosed.
Etienne,Grass,,Capgemini Invent,Public,,,https://www.capgemini.com/invent,"Capgemini Invent is the digital innovation, consulting, and transformation brand of the Capgemini Group, combining expertise in strategy, technology, data science, and creative design to help CxOs envision and build the future of their organizations.","Capgemini Invent helps organizations prototype, test, and scale new products, services, and business models through end-to-end digital transformation, serving clients across industries including insurance, banking, retail, and public sector.",Unknown,,
Mark,Mamone,,Willis Towers Watson,Public,https://uk.linkedin.com/in/markmamone,"Mark Mamone is the Head of Technology Delivery and Strategy at Willis Towers Watson's Insurance Consulting and Technology (ICT) business. He has 37 years of cross-industry and technology experience, having held senior leadership roles at Serco, BAE, BT, and was most recently Group CIO at GBG, a digital identity specialist.",https://www.wtwco.com,"Willis Towers Watson plc (WTW) is a British-American multinational advisory, broking, and solutions company headquartered in London. It operates globally in commercial insurance brokerage, risk advisory, employee benefits and rewards consulting, retirement and actuarial services, and investment advice for pension funds and institutional investors. The company has about 48,900 employees and serves more than 140 countries.","Willis Towers Watson aims to help clients turn risk into a path for growth by providing data-driven, insight-led solutions in risk management, insurance brokerage, benefits consulting, and human capital advisory. It focuses on innovation, customer needs, and regulatory compliance, serving a wide range of industries and clients worldwide. The company is building advanced insurance technology solutions and expanding its direct-to-consumer healthcare strategies, among other initiatives.",Public company,,
Stéphane,Mariotto,,Fidal,Tier 3,https://www.linkedin.com/in/stmariotto,"Stéphane Mariotto is the Chief Information Officer (CIO) and Chief Information Security Officer (CISO) at Fidal, a C-Level executive with a board-level perspective. He has been in this role since September 2016 and has led digital transformation initiatives, including the FIDAL AI project that uses AI to assist lawyers in client consultations.",https://fidal.com,"Fidal is the largest independent business law firm in France, founded in 1922. It has approximately 1,300 lawyers and jurists operating across 87 cities in France, serving clients including businesses, institutions, and organizations.","Fidal aims to enhance its clients' performance and growth through strategic legal and tax advisory services, leveraging a multidisciplinary approach and international networks. The firm is investing in digital transformation, including AI tools like FIDAL IA, to better serve its clients in complex legal and tax matters.",Unknown,,"WTS Global (tax network), Unyer (legal alliance), Mills & Reeve (exclusive alliance)"
Raghav,Lodha,,Netweb Technologies,Public,https://in.linkedin.com/in/raghavlodha,Raghav Lodha works in the CEO's Office at Netweb Technologies. He has a background as a Software Engineer at Mastercard and has held positions at The HPAIR and Stones2Milestones. He holds a Science degree from Modern Vidya Niketan Aravali Hills and a Bachelor of Engineering from University.,http://www.netwebindia.com,"Netweb Technologies India Limited is a leading provider of server, storage, and high-performance computing (HPC) solutions headquartered in New Delhi, India, with 15 offices nationwide. The company designs, manufactures, and deploys HPC systems, private cloud and hyper-converged infrastructure, AI systems, high-performance storage solutions, data center servers, and related software and services. It serves businesses, academia, and research organizations, particularly under India's National Supercomputing Mission.","Netweb Technologies is building and deploying high-end computing solutions including supercomputing, AI systems, private cloud infrastructure, and enterprise storage to meet the computational demands of diverse sectors. The company aims to advance India's capabilities in HPC and AI, serving businesses, academic institutions, and research organizations with innovative, homegrown technologies and infrastructure.",Public company,,
