first_name,last_name,job_title,company_name,honorific,bio,photo_url,speaker_id
Duncan,Clark,Managing Director EMEA & CEO Pro Design,Canva,,"Since launching in 2013, Canva has grown to more than 265 million monthly usersworldwide and surpassed $4 billion in annualised revenue. From presentationsand videos to whiteboards and complex visual content, more than 40 billiondesigns have been created in Canva across nearly every country in the world.Based at Canva’s EMEA headquarters in London, Duncan serves as ManagingDirector, EMEA & Global Head of Pro Design, where he leads Canva’s businessacross the region while also overseeing the company’s professional creativeecosystem — including Affinity and other advanced design tools built forprofessional designers.Duncan also co-founded Flourish, the data storytelling platform acquired byCanva in 2022, where he continues to serve as CEO. Flourish powers billions ofviews of charts and maps each year and plays a key role in Canva’s broaderprofessional data visualisation offering.Before founding Flourish, Duncan was a data journalist at The Guardian,specialising in data visualisation and interactive storytelling. He also co-authoredThe Burning Question, a data-driven exploration of climate change described by AlGore as “fascinating, important, and highly recommended.”",https://brella-assets.brella.io/uploads/speaker/photo/410538/f0e546cdd7bc1.jpg,410538
Dylan,Bristot,"Head of Product Marketing, Token Factory",Nebius,,"Dylan leads Product Marketing for Nebius Token Factory, helping bring high-performance AI infrastructure and open-source models to developers and enterprises worldwide. A Franco-Irish technical product marketer and builder, he combines hands-on knowledge of LLMs, inference, and developer tools with sharp go-to-market instincts. Passionate about technology, storytelling, and community, Dylan turns complex products into clear narratives, useful demos, and adoption in the real world.",https://brella-assets.brella.io/uploads/speaker/photo/413148/13ec4ec0dd52c.jpg,413148
Dylan,Patel,"Founder, CEO, and Chief Analyst",SemiAnalysis,,"Dylan is the Founder, CEO, and Chief Analyst of SemiAnalysis – the preeminent authority on all things AI and semiconductors. Through Dylan’s unwavering commitment to excellence, he has built the firm from the ground up as the recognized authority on the semiconductor supply chain to the cloud ecosystem, machine learning models, and all things in between. Since 2020, SemiAnalysis has transformed its business from a solo venture into a cohesive and focused team to provide breaking news and in-depth analysis for the most strategic, complex, and escalating challenges in the semiconductor industry.",https://brella-assets.brella.io/uploads/speaker/photo/408697/42337db84f880.jpg,408697
Ed,Huang,Co-founder & CTO,PingCAP,,"Ed Huan, Co-founder & CTO at  PingCAP, the company behind  TiDB.Entrepreneur and engineer passionate about building scalable, cloud-native systems and databases.A true full-stack engineer with a hacker’s mindset and a builder’s heart.Focused on creating technology that powers the next generation of distributed systems.Building distributed systems and databases with ❤️Building companies with the principles of distributed systems.",https://brella-assets.brella.io/uploads/speaker/photo/410500/ade2a4b8997f9.jpg,410500
Edwin,Chen,Founder and CEO,Surge AI,,"Edwin Chen is the founder and CEO of Surge AI, the leading human data company powering the leading frontier AI labs. Since founding the company in 2020, Chen has grown it to over $1 billion in annual revenue in 2024, making Surge AI one of the fastest-growing, successful, and critical companies of the AI era. Under Chen’s leadership, Surge AI has become a critical piece of AI infrastructure, recognized for its unmatched data quality and ambitious vision for AGI. Before founding Surge AI, Chen studied mathematics, computer science, and linguistics at MIT, and held roles at Google, Facebook, and Twitter.",https://brella-assets.brella.io/uploads/speaker/photo/405108/d273f90bb32b8.jpg,405108
Eiman,Ebrahimi,Co-Founder and CEO,Protopia AI,,"Eiman Ebrahimi, Ph.D. is the Co-Founder and CEO of Protopia AI, a company helping enterprises run AI on sensitive data without compromising privacy. Previously, he spent 9 years as a Senior Research Scientist at NVIDIA, where he focused on large-scale data access and scalable AI infrastructure. Eiman holds a Ph.D. in Electrical and Computer Engineering from the University of Texas at Austin and has authored award-winning research in computer architecture and AI systems.",https://brella-assets.brella.io/uploads/speaker/photo/405124/c72209c9da03c.jpg,405124
Eiso,Kant,CEO & Co-Founder,Poolside,,"A seasoned innovator at the intersection of AI and software development, Eiso has spent over a decade transforming how engineers build and deploy technology as the founder and CEO of multiple companies. His entrepreneurial journey includes founding Athenian, which transformed engineering operations through data-driven insights, and source{d}, which broke new ground as the first to harness AI for code analysis. This experience would later shape his early ideas for technical and applied research at his current company, poolside. As CTO of poolside, Eiso has conviction in the belief that the best route to AGI is through software development; and he's helped raise $623 million in funding to accelerate the company's mission of transforming software development through AI.",https://brella-assets.brella.io/uploads/speaker/photo/412419/c3e6fe06b1b4b.jpg,412419
Ekin Dogus,Cubuk,Co-Founder,Periodic Labs,,"Dogus Cubuk is co-founder and co-CEO of Periodic Labs, building LLM agents for physical sciences, with physical experiments in the loop. Previously, he founded the materials science team at Google Brain and led the chemistry and materials science team at DeepMind. Outside of physics, he worked on data augmentation, semi-supervised learning, and model scaling. Examples include RandAugment and AutoAugment, which had applications in classification, object detection, and point clouds at Waymo and Google Cloud; ReMixMatch and FixMatch, which improved semi-supervised learning baselines; and power-laws as observed in predictions under distribution shifts and in model scaling. During his PhD, Dogus used machine learning and simulations to study supercooled liquids, glasses, and quantum materials.",https://brella-assets.brella.io/uploads/speaker/photo/405120/84a1760bb8225.jpg,405120
Elad,Raz,Founder and CEO,Next Silicon,,"Mr. Elad Raz founded NextSilicon in 2018, marking his fifth venture in over two decades in the IT industry. Prior to this, he founded and served as the CTO and Board Chair of Integrity Project, a notable software development company acquired by Mellanox Technologies (now a part of NVIDIA) in 2014. Under his leadership, NextSilicon has secured $300M in funding and has grown to over 400 employees. Beyond his entrepreneurial success, Mr. Raz has been granted two patents and actively contributes his expertise to several private advisory boards.",https://brella-assets.brella.io/uploads/speaker/photo/405190/9dad04936e33a.jpg,405190
Eleonore,Crespo,Co-CEO and Co-Founder,Pigment,,"Eléonore Crespo is the co-CEO and co-founder of Pigment, an AI-powered business planning and performance management platform. Trusted by global companies including Coca-Cola, Anthropic, Unilever, and ServiceNow, Pigment empowers organizations to make better, faster decisions in an ever-evolving landscape. Prior to Pigment, Eléonore was an investor at Index Ventures, and a financial analyst at Google.",https://brella-assets.brella.io/uploads/speaker/photo/409665/0a599bcf15da5.jpg,409665
Enrique,Salem,Partner,Bain Capital,,"Enrique is a partner at Bain Capital Ventures, focused on early-stage infrastructure software companies with a specialization in cybersecurity. Prior to joining BCV in 2014, Enrique was the president and CEO of Symantec (Nasdaq- SYMC) and brings more than 27 years of executive experience in technology and security to Bain Capital. Through his 19 years at the global leader for security, backup, and availability solutions, Enrique also served as the EVP of Worldwide Sales and Marketing and President of Consumer Products. Before Symantec, he was president and CEO of Brightmail, the leading anti-spam software company acquired by Symantec in 2004. In 2011, Enrique was appointed to President Barack Obama’s Management Advisory Board. Select security investments include Dream, Halcyon, Rubrik and Armis. Enrique was named 2004 Entrepreneur of the Year by Ernst & Young, and 2007 Corporate Executive of the Year by Hispanic Net.",https://brella-assets.brella.io/uploads/speaker/photo/412420/67efed93946fd.jpg,412420
Eric,Simons,Creator,Bolt.New,,"Eric Simons is the creator of Bolt.New, the viral website and app builder that empowers anyone to build through a visual interface. He launched Bolt in October 2024 with a single tweet asking, what do you want to build? and has since scaled the company to over five million users. A serial entrepreneur, Eric is also the founder of StackBlitz, Thinkster, and ClassConnect.",https://brella-assets.brella.io/uploads/speaker/photo/405198/9b767be58230f.jpg,405198
Erik,Bernhardsson,Co-founder and CEO,Modal,,"Erik Bernhardsson is the Co-founder and CEO of Modal, the high-performance serverless cloud for AI teams. Previously, he was CTO at Better.com and spent nearly a decade at Spotify, where he led the teams behind its music recommendation and data infrastructure systems. He shares perspectives on engineering culture, scaling systems, and the future of cloud computing, bringing a unique combination of hands-on technical depth and executive leadership to the conversation on AI infrastructure.",https://brella-assets.brella.io/uploads/speaker/photo/405098/80f39832b2bee.jpg,405098
Erwan,Menard,Senior Vice President,Crusoe,,"Erwan Menard is the Senior Vice President of Product Management at Crusoe, where he leads the innovation and scaling of Crusoe Cloud to advance sustainable AI infrastructure solutions.Before joining Crusoe, Menard was the Director of Product Management for Cloud AI at Google Cloud. In this role, he led the outbound product management for the Vertex AI portfolio, which included the Vertex AI Platform, Search, and Agentspace application products. His team was pivotal in enabling customers to build advanced AI and GenAI-powered experiences and in shaping Google Cloud's AI partnerships strategy.Prior to his time at Google, Menard was the CEO of Elastifile, a software-defined storage company that was acquired by Google. The technology from Elastifile is now integral to the Google Cloud Filestore product line. He also played a key role in building Google Cloud Solution Engineering, developing programs for migration, application modernization, and data center transformation.Earlier in his career, Menard held executive positions at several global startups and had leadership roles at Alcatel and Hewlett-Packard, where he was the VP & GM of HP's worldwide telecom business unit.",https://brella-assets.brella.io/uploads/speaker/photo/408202/5214d2e1bf56b.jpg,408202
Euro,Beinat,Global Head of AI,Prosus,,"Euro Beinat is Global Head of AI at Prosus and Visiting Faculty on AI Governance in the IDP program at Insead Business School. At Prosus, a leading global technology company focused on lifestyle ecommerce, he leads a team of AI professionals, providing strategic guidance and solutions to the companies in the Prosus portfolio. Before joining Prosus he was VP of Technologies at Zebra Corp., Chicago. Euro has invested in and created/led several technology start-ups and currently serves on the Board of Directors for three companies. He holds an MSc in Computer Science and a PhD in Economics, and was awarded an Honorary Professorship in Economics from the University of Stellenbosch, South Africa.",https://brella-assets.brella.io/uploads/speaker/photo/405095/17dd870d7125f.jpg,405095
Eve,Bodnia,CEO & Founder,Logical Intelligence,,"Eve Bodnia is Founder & Chief Executive Officer at Logical Intelligence.A mathematician and physicist, Bodnia earned a Ph.D. in quantum information and algebraic topology from the University of California, Santa Barbara.At UCSB, her thesis was under her chair advisor Dirk Bouwmeester, Jon McCammond, Ben Bazin and Michel Devoret, who shared the 2025 Nobel Prize in Physics for “the discovery of macroscopic quantum mechanical tunnelling and energy quantisation in an electric circuit.”She also worked on neuroscience and brain development at UCSB with collaboration of Google Quantum AI, which helped inspire her pursuit of AI reasoning that does not rely on the text-based models used in many LLMs.She also built expertise in topology, the study of geometric properties and spatial relations, which has proved essential in understanding how to handle large information sets of almost infinite size.Bodnia earned her undergraduate degree in physics from the University of California, Berkeley, where she studied with the physicists Robert Cahn and Daniel McKinsey. She considers Cahn, a global leader in elementary particle theory, to be her “true mentor.”Bodnia is the author or co-author of 22 academic papers on dark matter, quantum mechanics, and particle physics.",https://brella-assets.brella.io/uploads/speaker/photo/405226/5dd58be4150f4.jpg,405226
Farshad,Farahbakhshian,Chief Strategy Officer,Fundamental,,"Farshad Farahbakhshian is Chief Strategy Officer at Fundamental, an AI company focused on enterprise decision-making. Before joining Fundamental, Farshad served as Global GenAI GTM Leader at AWS, where he worked closely with leading GenAI startups and developed a clear view of where current LLMs fall short — strong at reasoning, coding, and analysis, but limited when it comes to forecasting outcomes from structured data.That gap led him to Fundamental and NEXUS, its Large Tabular Model (LTM) built to generate predictions from the structured data at the core of enterprise operations. In early 2026, Fundamental emerged from stealth with $275M raised from tier-one investors, a deep partnership with AWS, and the launch of NEXUS.Farshad holds a master's degree in electrical and computer engineering and has worked across the full AI stack — from GPUs to large-scale model deployment.",https://brella-assets.brella.io/uploads/speaker/photo/413239/25b4ea7429c39.jpg,413239
Fraenkel,Jeremy,CEO & Co-Founder,Fundamental tech,,"Jeremy Fraenkel is a leader who possesses a rare combination of technical depth and commercial execution. Jeremy earned a graduate degree in Machine Learning from UC Berkeley, providing him with the rigorous technical grounding required to lead a frontier AI research lab. However, Jeremy is more than just a technologist; he brings a level of enterprise and financial literacy that is uncommon in the world of AI research. Having built a strong finance background through roles at JPMorgan and Bridgewater, Jeremy understands the mission-critical nature of the data Fundamental aims to transform.",https://brella-assets.brella.io/uploads/speaker/photo/405129/09f5e0ec6fd42.jpg,405129
Franck,Greverie,Chief Technology & Portfolio Officer,Capgemini,,"Franck Greverie is Capgemini’s Chief Technology & Portfolio Officer.In this role, Franck-Leads the portfolio of offerings and product management, and orchestrates the Centers of Excellence to drive Capgemini’s growth by packaging, launching and enabling innovative service offeringsLeads the technology management and innovation, including the innovation labs, client innovation programs, and ventures.He also oversees 6 Business Lines worldwide- on data & AI (Insights & Data), Business Services, Digital Customer Experience, Application Development & Maintenance, Cloud & Custom Applications, and Package-Based Services.Franck has been a member of the Group Executive Board since 2020.Prior to this appointment, Franck served as the Cloud & Cybersecurity Leader of Capgemini. He played a pivotal role in developing these activities and positing Capgemini as a market leader.",https://brella-assets.brella.io/uploads/speaker/photo/405137/a67ebeedd6ae3.jpg,405137
Frank,Hutter,Co-founder and CEO,Prior Labs,,"Frank Hutter is the co-founder and CEO of Prior Labs, the company behind Tabular Foundation Models. He is also a PI at the ELLIS Institute Tübingen and Director of the ELLIS unit Freiburg, where he is a Full Professor of Machine Learning (currently on leave), and a three-time recipient of grants from the European Research Council (ERC). He holds a PhD from the University of British Columbia and is a Fellow of EurAI and ELLIS. Before founding Prior Labs, Frank pioneered the field of automated machine learning (AutoML), co-authoring the first AutoML book, the first AutoML MOOC, and the widely-used AutoML systems Auto-WEKA and Auto-sklearn, as well as organizing 20+ workshops on AutoML-related topics and co-founding the AutoML conference. In recent years his focus has shifted to tabular foundation models.",https://brella-assets.brella.io/uploads/speaker/photo/410912/a06009ea6360a.jpg,410912
Fred,de Villamil,"Senior Director of Data Acquisition, QA, and Platform",NIQ Digital Commerce,,"Fred de Villamil is Senior Director of Data Acquisition, QA, and Platformat NIQ Digital Commerce, where he leads large-scale web data collectioninitiatives powering digital shelf intelligence. His work focuses onbuilding and operating systems that collect and process more than 10billion products daily to support data-driven decision-making.",https://brella-assets.brella.io/uploads/speaker/photo/409794/5fe91032057d2.jpg,409794
Gabriel,Hubert,CEO & Co-Founder,Dust,,"Gabriel Hubert is the co-founder and CEO of Dust, a platform that helps fast-moving teams build and deploy AI agents connected to their company's knowledge and tools. Co-founded in 2023 with Stanislas Polu (formerly OpenAI) and backed by Sequoia, Dust is used by companies like Datadog, Vanta, Qonto, and Clay.Gabriel and Stan have been building together for over 20 years. They previously co-founded TOTEMS, acquired by Stripe in 2014, where Gabriel spent five years on geographic expansion and product. He then joined Alan as Chief Product Officer, leading a 60-person unit focused on health products for members and employers.Dust was born from a simple conviction- the biggest opportunity in AI isn't building models, but deploying them effectively inside real organizations. Since 2025, Gabriel has been a member of France's National AI and Digital Council, advising on AI policy in the public interest, and is generally enthusiastic about product topics and tsundoku.",https://brella-assets.brella.io/uploads/speaker/photo/408163/81ad37743069d.jpg,408163
Ganesh,Venkat,CEO & Co-Founder,DensityAI,,"Ganesh Venkat is the co-founder and CEO of DensityAI, which is a full-stack AI startup creating hyper-efficient AI solutions using innovative architectures.Prior to founding DensityAI, Ganesh started and scaled the AI Hardware group at Tesla and delivered the path-breaking Full Self-Driving (FSD) computer used in millions of Tesla vehicles and Optimus Robots. He also conceived of the novel Dojo AI supercomputer and led the team to create multitude of innovative technologies to deliver first of its kind fully liquid cooled AI compute Datacenters.Prior to Tesla, Ganesh was in various leadership roles at AMD for 15 years, where he delivered the first x86-64 processor Opteron-64,  Industry’s first dual-core x86 processors and pivotal Zen/K12 processor designs. He holds a master's degree in integrated electronics from IIT Delhi and a bachelor's in engineering from the University of Bombay.  Ganesh holds about 30 patents in the field and is always on the lookout for innovative ways to create high-performance products.",https://brella-assets.brella.io/uploads/speaker/photo/412718/94e1f1cffee8f.jpg,412718
Gardar Bjornsson,Rova,"Partner, Leader of QuantumBlack",McKinsey,,"Gardar Björnsson Rova leads QuantumBlack, AI by McKinsey, across Northern Europe, helping organizations harness AI to drive business transformation and create sustainable competitive advantage. A pioneer in applied AI, he co-founded QuantumBlack in the Nordics and has led more than 20 AI-powered technology builds, spanning product strategy, software architecture, AI platforms, and enterprise transformation. Gardar has advised some of the world’s leading investors on AI strategy and the future of software, and works closely with global technology and services companies on designing next-generation AI agent products and platforms.",https://brella-assets.brella.io/uploads/speaker/photo/413510/bab77296b82db.jpg,413510
Gareth,Davies,Chief Product Officer,Okta,,"Gareth is Chief Product Officer at Auth0, where he leads global product strategy and innovation. With over 15 years in identity, data, and marketing tech, he’s passionate about building secure, scalable platforms for developers and enterprises. He previously led product at TransUnion (via Neustar), held leadership roles at LiveRamp, founded two startups, and started his career at Google and DoubleClick. Originally from the UK, Gareth now lives in the Bay Area with his wife and children.",https://brella-assets.brella.io/uploads/speaker/photo/410046/e251dd2c974eb.jpg,410046
Gautier,Cloix,CEO,H Company,,"Gautier Cloix started his career at JPMorgan before spending nearly a decade at Palantir, where he held senior leadership roles. He opened and scaled Palantir France, followed by sensitive deployments and first commercial customers. He later worked with Palantir CEO from New York on company-wide scaling.He is now CEO of H Company, world leader in Computer Use for Enterprise, the third generation of AI for Enterprise, moving beyond tools and first-wave agentic systems to AI that delivers measurable business outcomes and ROI, through state-of-the-art B2B computer-use systems embedded directly in operations, not just LLMs wired to APIs. H Company raised Europe’s largest seed round, backed by Accel, Eric Schmidt, AWS, Samsung, and others.Gautier is a frequent speaker at events such as the World Economic Forum (Davos), HEC Paris, Yale University or SciencePo, and advises multiple AI startups across the US and Europe.",https://brella-assets.brella.io/uploads/speaker/photo/410100/5d47de438b33b.jpg,410100
George,Kurian,CEO,NetApp,,"George Kurian is chief executive officer at NetApp and a member of the Board of Directors. George joined the company in 2011, bringing his passion and relentless focus on execution to his leadership roles at NetApp. He was named CEO in June 2015.  Previously at NetApp, as executive vice president of Product Operations, George was responsible for the strategy and development of NetApp’s product and solutions portfolio. Before that, George was senior vice president of the Data ONTAP Group overseeing development of the Data ONTAP operating system.  George joined NetApp as senior vice president of the Storage Solutions Group, where he was responsible for the solutions portfolio and joint partner technology integration.  Prior to joining NetApp, George was vice president and general manager of the Application Networking and Switching Technology Group at Cisco Systems. George’s diverse background also includes the role of vice president at Akamai Technologies, management consulting at McKinsey & Company, and leading software engineering and product management teams at Oracle Corporation.  George is also an independent director on the Board of global health services company Cigna Corporation. He holds a Bachelor of Science degree in electrical engineering from Princeton University and an MBA from Stanford University.",https://brella-assets.brella.io/uploads/speaker/photo/405154/7772a85ac6172.jpg,405154
George,Nazi,CEO,SCAI,,"George Nazi brings a wealth of international executive leadership experience to his role as CEO at the Saudi Company for Artificial Intelligence (SCAI). With a career spanning over three decades, he has been instrumental in driving transformative growth and operational excellence within the AI, TMT, and cloud industries.Before joining SCAI, George served as the Global Vice President of Telecom, Media & Entertainment, and Gaming industries at Google Cloud, where he spearheaded visionary strategies across four regions, developed high-performing teams from the ground-up, and expanded revenue. Prior to his tenure at Google, George held significant roles at Accenture, a Fortune Global 500 professional services company, where he served as Senior Managing Director for the Global Comms & Media Industry. There, George oversaw large professional services organizations. During his tenure, he also devised new solution offerings and developed targeted go-to-market strategies.George's career also includes senior executive positions at Alcatel-Lucent and British Telecom, where he led large-scale transformation programs, optimized operational efficiency, and managed complex portfolios of products and services. George holds bachelor’s and master’s degrees in electrical engineering where he specialized in AI and Artificial Neural Networks from the University of Tulsa, Oklahoma in the USA.",https://brella-assets.brella.io/uploads/speaker/photo/405172/4a3b587b09647.jpg,405172
Gideon,Mendels,CEO and Co-founder,Comet,,"Gideon Mendels is CEO and co-founder of Comet, an AI observability and evaluation platform. A computer scientist and ML researcher by training, he studied language modeling and speech recognition at Columbia before joining Google to work on hate speech and deception detection. He previously co-founded GroupWize, where his team deployed over 50 NLP models across 15 languages at billions-of-messages scale. That firsthand experience with fragmented ML tooling led him to build Comet — a unified platform for tracing, evaluating, and improving AI applications from development through production.",https://brella-assets.brella.io/uploads/speaker/photo/409746/e60ed4750f5b3.jpg,409746
Gil,Feig,Co-Founder and CTO,Merge,,"Gil Feig is the co-founder and CTO of Merge, the leading provider of customer-facing integrations and agent tools for frontier LLMs, Fortune 500 organizations, and B2B SaaS companies. Previously, Gil was the Head of Engineering at Untapped and worked as a software engineer at Wealthfront and LinkedIn. A graduate of Columbia University, he now lives in San Francisco.",https://brella-assets.brella.io/uploads/speaker/photo/405228/f5f2f3e57237f.jpg,405228
Giordano,Albertazzi,CEO,Vertiv,,"Giordano (Gio) Albertazzi has been Chief Executive Officer of Vertiv since January 1, 2023. His priority is to leverage innovation excellence and a high-performance culture to further solidify Vertiv’s position as a critical digital infrastructure industry leader with continuously enhanced operational and financial performance. Gio joined Emerson Network Power (now Vertiv) in 1998 and held leadership roles in manufacturing, marketing and product management, services, and sales. He was formerly Vertiv president of EMEA, president of Americas, and COO. Gio holds a bachelor’s degree in mechanical engineering from the Polytechnic University of Milan and a master’s degree in management from Stanford University.",https://brella-assets.brella.io/uploads/speaker/photo/405083/762b0b2f3c255.jpg,405083
Gleb,Budman,CEO & Co-Founder,Backblaze,,"Gleb Budman is a co-founder and the CEO of Backblaze (NASDAQ- BLZE).  Backblaze offers high-performance cloud object storage that accelerates AI workflows, powers data-heavy applications, streamlines media management, and protects critical data. The company enables over 500,000 customers to reach and serve hundreds of millions of end users in 175 countries around the world.",https://brella-assets.brella.io/uploads/speaker/photo/409821/3a3d0e810b7d7.jpg,409821
Gleb,Budman,Co-Founder and CEO,Backblaze,,"Gleb Budman is a co-founder and the CEO of Backblaze (NASDAQ- BLZE).  Backblaze offers high-performance cloud object storage that accelerates AI workflows, powers data-heavy applications, streamlines media management, and protects critical data. The company enables over 500,000 customers to reach and serve hundreds of millions of end users in 175 countries around the world.Prior to Backblaze, Mr. Budman served in various senior roles at SonicWall, Inc., MailFrontier, Inc. (acquired by SonicWall, Inc.) and Kendara, Inc. (acquired by Excite@Home, Inc.). Mr. Budman also previously founded two other startup companies. Mr. Budman earned a M.B.A. and B.S. in Mechanical Engineering from the University of California, Berkeley.",https://brella-assets.brella.io/uploads/speaker/photo/412965/3a3d0e810b7d7.jpg,412965
Gorkem,Yurtseven,Co-founder and CTO,Fal,,"Gorkem Yurtseven is the co-founder and CTO of fal, the generative media company. Born out of a shared passion for AI and a desire to address the challenges in AI infrastructure. Operating at the forefront of AI Inference, particularly in generative media, fal empowers developers to create the next generation of creativity tools. Previously, he worked at Amazon and is a UPenn graduate.",https://brella-assets.brella.io/uploads/speaker/photo/412737/de3cd921d9b55.jpg,412737
Grace,Isford,Partner,Lux Capital,,"As a Partner based in Lux’s New York City office, Grace invests in companies at the intersection of the physical world and software, LLM applications, and infrastructure software. Prior to joining Lux, Grace was a Principal at Canvas Ventures. Before that, she worked on the LP side at the Stanford Endowment and in Product at Handshake.She is a generalist at Lux, which has $7 billion under management, and has been a first check  and early partner to category-defining companies across AI, automation, biotech, compute, defense, energy, infrastructure, robotics, and beyond — including Together, Sakana, Modal, Runway, Cognition, and Physical Intelligence. Lux has created and co-founded more than 20 de novo companies through Lux Labs, and multiple Lux investments are publicly traded companies and major divisions acquired by Amazon, Cisco, Databricks, J&J, Meta, Palo Alto Networks, and more. She earned a Bachelors of Science and a Masters of Science in Management Science and Engineering from Stanford, where she was a Mayfield Fellow and served as Co-President of Stanford Women in Business. In addition, she is on the board of the Stanford Technology Ventures Program.Grace is originally from Connecticut, is fluent in French, has lived in Tokyo, and aspires to re-learn Japanese. She’s an avid runner and cyclist.",https://brella-assets.brella.io/uploads/speaker/photo/412094/45647d4c5f5ff.jpg,412094
Grant,Lee,CEO and Co-Founder,Gamma,,"Grant Lee is the CEO and Co-Founder of Gamma, the AI-powered presentation and website design tool that has scaled to 100 million users and $100M in ARR with only 50 employees. A Stanford-trained engineer with a background in finance and operations, Grant spent much of his early career creating countless slide decks, a pain point that inspired him to found Gamma and reimagine how people share ideas. Before Gamma, he served as COO of ClearBrain (acquired by Amplitude) and CFO of Optimizely.",https://brella-assets.brella.io/uploads/speaker/photo/405160/be45874e7d701.jpg,405160
Greg,Matson,"Head of Marketing, Business and Product Strategy Leader",Solidigm,,"Greg Matson brings over 20 years of memory industry experience across multipletechnologies. Greg’s experience spans NAND, NOR, MRAM, and 3D XPoint for the mobile,embedded, and SSD markets. Prior to Greg’s role at Solidigm, he held leadershippositions at Intel, where he shaped business and product strategy for data center SSDs,creating the blueprint for their growth from less than $1B to over $4B. Greg also ledAvalanche Technology, Inc.’s marketing practice as their Vice President of Marketingand co-founded ConGo Technology, where he developed corporate and productstrategy for a mobile content start-up.  Greg received both his MBA and his Bachelor of Science from the University ofCalifornia, Davis",https://brella-assets.brella.io/uploads/speaker/photo/410276/7bb232d8f5590.jpg,410276
Grzegorz,Ombach,Senior deep-tech executive & Board Member,Airbus,,"Grzegorz (Greg) Ombach, PhD, is a senior deep tech executive and board member recognised for scaling businesses and organisations through complex industrial transformations. He brings strategic clarity, operating judgment, and execution discipline to fast moving, complex environments. He serves as Senior Vice President at Airbus, where he sets direction and governance for advanced technology and innovation strategy, and for venture and portfolio oversight across next generation industrial platforms. His role spans strategic direction, portfolio level decision making, and collaboration across global ecosystems in civil, defence, and dual use domains. Alongside his executive responsibilities, he serves as Chair of AdvEn Industries and as a board member of ProLogium, Thread Innovations, and Acubed. His board work focuses on scale up governance, capital discipline, technology licensing, capital allocation, M&A oversight, and public market readiness. He also advises and invests in More.ai, supporting the scaling of physical AI capabilities for robotics and machine intelligence. Earlier in his career, he held senior leadership roles at Qualcomm, Siemens, and Dräxlmaier Group, building and scaling global technology driven businesses across automotive and consumer electronics.",https://brella-assets.brella.io/uploads/speaker/photo/405175/3fb5c0d890f55.jpg,405175
Grégoire,Peiron,"Director, France Startups and Digital Natives",Google Cloud,,"Grégoire is Google Cloud’s Director, France Startups and Digital Natives, leading the company's French Go To Market strategy. In his role, he is ensuring an excellent customer experience for founders at all stages of maturity, collaborating closely with Venture Capital firms as Accelerators and Incubators. With 25 years of experience in Technology and Go To Market leadership roles, Grégoire has a proven track record in scaling fast-growing businesses. Outside of work, he is an avid ski touring enthusiast in the Alps.",https://brella-assets.brella.io/uploads/speaker/photo/412968/e8412bcd9264b.jpg,412968
Guillaume,Princen,Head of EMEA,Anthropic,,"Guillaume Princen leads Anthropic's sales efforts across Europe, the Middle East, and Africa. Prior to Anthropic, he served as CEO of Mooncard, a European expense management platform.Guillaume was Stripe's first employee outside the United States when he joined in 2014. During his seven years there, he built and scaled Stripe's European operations, opening 12 offices and establishing EMEA as a key growth driver for the company. His career began at McKinsey & Company, developing expertise in business strategy. Guillaume holds an MBA from Harvard Business School and master's degrees from Collège des Ingénieurs and CentraleSupélec.An active angel investor and advisor in the European technology ecosystem, Guillaume specializes in AI, fintech, B2B SaaS, and climatetech ventures, bringing 20+ years of experience across revenue, product, operations, and strategy to his advisory work with founders and investment funds throughout Europe and the United States.",https://brella-assets.brella.io/uploads/speaker/photo/412557/7fec4c5d9b333.jpg,412557
Guillermo,Rauch,Founder & CEO,Vercel,,"Guillermo Rauch is the founder and CEO of Vercel, where he leads the company’s mission to enable the world to ship the best products. Originally from Argentina, Guillermo became a self-taught developer at the age of ten, and has been a passionate contributor to the open-source community ever since. He is the designer and co-author of Next.js, the world's most popular React framework and is also the creator of socket.io and Mongoose.js. Prior to founding Vercel, Guillermo co-founded LearnBoost and Cloudup, where he served as CTO through its acquisition by Automattic in 2013. You can find him on X engaging with the developer community.",https://brella-assets.brella.io/uploads/speaker/photo/405189/d836035097c77.jpg,405189
Guy-Laurent,Arpino,Chief Digital & Information Officer,Louis Dreyfus Company,,"Guy-Laurent Arpino is Chief Information Officer at Louis Dreyfus Company (LDC), a leading global merchant and processor of agricultural goods with net sales amounting to US$50.6 billion in 2024.Guy-Laurent leads the Group’s overall Digital & AI strategy across all business platforms, functions and regions, supporting LDC’s strategic goals and ambitions. He joined the Group in 2016 from Bacardi-Martini Ltd., where he was CIO for Europe since 2011, with additional responsibility for global business intelligence and digital marketing services. Prior to this, he worked at Procter & Gamble for 15 years, most recently as Global IT & Shared Services Associate Director for the Braun Division. He holds an Engineering degree in Electronics and Signal Processing from “Ecole de Chimie, Physique, Electronique” (CPE Lyon, France).Guy-Laurent is also on the Board of Directors of Covantis, a joint venture between LDC and industry peers, providing a global digital platform supporting agricultural post-trade operations.",https://brella-assets.brella.io/uploads/speaker/photo/405089/6f0ae5978a168.jpg,405089
